year,asset_group,PF_symbol,direction_label,leadership_state,leadership_30m,branch,failure_state,event_count
2023,alt,PF_AVAXUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,3
2023,alt,PF_AVAXUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,53
2023,alt,PF_AVAXUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,3
2023,alt,PF_AVAXUSD,positive,spot_led,perp_led,spot_led_continuation,not_applicable,2
2023,alt,PF_AVAXUSD,positive,spot_led,simultaneous,spot_led_continuation,not_applicable,1
2023,alt,PF_AVAXUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,6
2023,alt,PF_BCHUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_BCHUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_BCHUSD,negative,perp_led,simultaneous,perp_led_continuation,confirmed,1
2023,alt,PF_BCHUSD,negative,perp_led,spot_led,perp_led_continuation,confirmed,1
2023,alt,PF_BCHUSD,negative,perp_led,spot_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_BCHUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_BCHUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,25
2023,alt,PF_BCHUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_BCHUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,3
2023,alt,PF_BCHUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_BCHUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_BCHUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_BCHUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,22
2023,alt,PF_BCHUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_BCHUSD,positive,spot_led,simultaneous,spot_led_continuation,not_applicable,2
2023,alt,PF_BCHUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,2
2023,alt,PF_BLURUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,1
2023,alt,PF_DOTUSD,negative,ambiguous,simultaneous,ambiguous_diagnostic,not_applicable,1
2023,alt,PF_DOTUSD,negative,ambiguous,spot_led,ambiguous_diagnostic,not_applicable,1
2023,alt,PF_DOTUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,9
2023,alt,PF_DOTUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,11
2023,alt,PF_DOTUSD,negative,perp_led,simultaneous,perp_led_continuation,confirmed,2
2023,alt,PF_DOTUSD,negative,perp_led,spot_led,perp_led_continuation,confirmed,1
2023,alt,PF_DOTUSD,negative,perp_led,spot_led,perp_led_continuation,unconfirmed,5
2023,alt,PF_DOTUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,11
2023,alt,PF_DOTUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,164
2023,alt,PF_DOTUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,7
2023,alt,PF_DOTUSD,negative,spot_led,perp_led,spot_led_continuation,not_applicable,3
2023,alt,PF_DOTUSD,negative,spot_led,simultaneous,spot_led_continuation,not_applicable,6
2023,alt,PF_DOTUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,68
2023,alt,PF_DOTUSD,positive,ambiguous,perp_led,ambiguous_diagnostic,not_applicable,1
2023,alt,PF_DOTUSD,positive,ambiguous,simultaneous,ambiguous_diagnostic,not_applicable,5
2023,alt,PF_DOTUSD,positive,ambiguous,spot_led,ambiguous_diagnostic,not_applicable,2
2023,alt,PF_DOTUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,8
2023,alt,PF_DOTUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,8
2023,alt,PF_DOTUSD,positive,perp_led,spot_led,perp_led_continuation,confirmed,4
2023,alt,PF_DOTUSD,positive,perp_led,spot_led,perp_led_continuation,unconfirmed,2
2023,alt,PF_DOTUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,11
2023,alt,PF_DOTUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,139
2023,alt,PF_DOTUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,6
2023,alt,PF_DOTUSD,positive,spot_led,perp_led,spot_led_continuation,not_applicable,4
2023,alt,PF_DOTUSD,positive,spot_led,simultaneous,spot_led_continuation,not_applicable,1
2023,alt,PF_DOTUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,52
2023,alt,PF_DYDXUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,1
2023,alt,PF_FILUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,4
2023,alt,PF_FILUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,2
2023,alt,PF_FILUSD,negative,perp_led,spot_led,perp_led_continuation,confirmed,2
2023,alt,PF_FILUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_FILUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,25
2023,alt,PF_FILUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,5
2023,alt,PF_FILUSD,negative,spot_led,simultaneous,spot_led_continuation,not_applicable,1
2023,alt,PF_FILUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,9
2023,alt,PF_FILUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_FILUSD,positive,perp_led,spot_led,perp_led_continuation,confirmed,1
2023,alt,PF_FILUSD,positive,perp_led,spot_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_FILUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,3
2023,alt,PF_FILUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,14
2023,alt,PF_FILUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_FILUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,14
2023,alt,PF_FLRUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,4
2023,alt,PF_FLRUSD,negative,perp_led,spot_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_FLRUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,1
2023,alt,PF_FLRUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,4
2023,alt,PF_FLRUSD,positive,ambiguous,spot_led,ambiguous_diagnostic,not_applicable,2
2023,alt,PF_FLRUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_FLRUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_FLRUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,1
2023,alt,PF_FLRUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_FLRUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,5
2023,alt,PF_GALAUSD,negative,ambiguous,spot_led,ambiguous_diagnostic,not_applicable,1
2023,alt,PF_GALAUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_GALAUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_GALAUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,3
2023,alt,PF_GALAUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_GALAUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,4
2023,alt,PF_GALAUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_GALAUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,2
2023,alt,PF_GALAUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,5
2023,alt,PF_GALAUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,4
2023,alt,PF_GRTUSD,negative,ambiguous,spot_led,ambiguous_diagnostic,not_applicable,1
2023,alt,PF_GRTUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,4
2023,alt,PF_GRTUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_GRTUSD,negative,spot_led,perp_led,spot_led_continuation,not_applicable,1
2023,alt,PF_GRTUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,2
2023,alt,PF_GRTUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_GRTUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,6
2023,alt,PF_GRTUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,4
2023,alt,PF_ICPUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_ICPUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,4
2023,alt,PF_ICPUSD,negative,perp_led,spot_led,perp_led_continuation,confirmed,2
2023,alt,PF_ICPUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_ICPUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,20
2023,alt,PF_ICPUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_ICPUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,16
2023,alt,PF_ICPUSD,positive,ambiguous,perp_led,ambiguous_diagnostic,not_applicable,2
2023,alt,PF_ICPUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,2
2023,alt,PF_ICPUSD,positive,perp_led,spot_led,perp_led_continuation,confirmed,1
2023,alt,PF_ICPUSD,positive,perp_led,spot_led,perp_led_continuation,unconfirmed,3
2023,alt,PF_ICPUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_ICPUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,23
2023,alt,PF_ICPUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,3
2023,alt,PF_ICPUSD,positive,spot_led,perp_led,spot_led_continuation,not_applicable,3
2023,alt,PF_ICPUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,13
2023,alt,PF_IMXUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_IMXUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_IMXUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,4
2023,alt,PF_IMXUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,1
2023,alt,PF_IMXUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,2
2023,alt,PF_IMXUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_IMXUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,3
2023,alt,PF_IMXUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,2
2023,alt,PF_KSMUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,2
2023,alt,PF_KSMUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,5
2023,alt,PF_KSMUSD,negative,perp_led,spot_led,perp_led_continuation,unconfirmed,2
2023,alt,PF_KSMUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,30
2023,alt,PF_KSMUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,9
2023,alt,PF_KSMUSD,negative,spot_led,simultaneous,spot_led_continuation,not_applicable,1
2023,alt,PF_KSMUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,29
2023,alt,PF_KSMUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,2
2023,alt,PF_KSMUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,4
2023,alt,PF_KSMUSD,positive,perp_led,spot_led,perp_led_continuation,confirmed,1
2023,alt,PF_KSMUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_KSMUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,21
2023,alt,PF_KSMUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_KSMUSD,positive,spot_led,perp_led,spot_led_continuation,not_applicable,1
2023,alt,PF_KSMUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,29
2023,alt,PF_LINKUSD,negative,ambiguous,simultaneous,ambiguous_diagnostic,not_applicable,2
2023,alt,PF_LINKUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,4
2023,alt,PF_LINKUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,5
2023,alt,PF_LINKUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,105
2023,alt,PF_LINKUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,9
2023,alt,PF_LINKUSD,negative,spot_led,perp_led,spot_led_continuation,not_applicable,2
2023,alt,PF_LINKUSD,negative,spot_led,simultaneous,spot_led_continuation,not_applicable,1
2023,alt,PF_LINKUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,9
2023,alt,PF_LINKUSD,positive,ambiguous,perp_led,ambiguous_diagnostic,not_applicable,2
2023,alt,PF_LINKUSD,positive,ambiguous,simultaneous,ambiguous_diagnostic,not_applicable,1
2023,alt,PF_LINKUSD,positive,ambiguous,spot_led,ambiguous_diagnostic,not_applicable,2
2023,alt,PF_LINKUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,4
2023,alt,PF_LINKUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,4
2023,alt,PF_LINKUSD,positive,perp_led,spot_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_LINKUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,5
2023,alt,PF_LINKUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,99
2023,alt,PF_LINKUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,7
2023,alt,PF_LINKUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,11
2023,alt,PF_LTCUSD,negative,ambiguous,perp_led,ambiguous_diagnostic,not_applicable,1
2023,alt,PF_LTCUSD,negative,ambiguous,simultaneous,ambiguous_diagnostic,not_applicable,3
2023,alt,PF_LTCUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,10
2023,alt,PF_LTCUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,13
2023,alt,PF_LTCUSD,negative,perp_led,simultaneous,perp_led_continuation,unconfirmed,2
2023,alt,PF_LTCUSD,negative,perp_led,spot_led,perp_led_continuation,confirmed,3
2023,alt,PF_LTCUSD,negative,perp_led,spot_led,perp_led_continuation,unconfirmed,3
2023,alt,PF_LTCUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,9
2023,alt,PF_LTCUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,213
2023,alt,PF_LTCUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,10
2023,alt,PF_LTCUSD,negative,spot_led,perp_led,spot_led_continuation,not_applicable,4
2023,alt,PF_LTCUSD,negative,spot_led,simultaneous,spot_led_continuation,not_applicable,5
2023,alt,PF_LTCUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,28
2023,alt,PF_LTCUSD,positive,ambiguous,simultaneous,ambiguous_diagnostic,not_applicable,2
2023,alt,PF_LTCUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,7
2023,alt,PF_LTCUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,7
2023,alt,PF_LTCUSD,positive,perp_led,simultaneous,perp_led_continuation,confirmed,1
2023,alt,PF_LTCUSD,positive,perp_led,spot_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_LTCUSD,positive,simultaneous,perp_led,simultaneous_impulse,not_applicable,8
2023,alt,PF_LTCUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,203
2023,alt,PF_LTCUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,4
2023,alt,PF_LTCUSD,positive,spot_led,perp_led,spot_led_continuation,not_applicable,2
2023,alt,PF_LTCUSD,positive,spot_led,simultaneous,spot_led_continuation,not_applicable,1
2023,alt,PF_LTCUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,17
2023,alt,PF_NEARUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,1
2023,alt,PF_NEARUSD,negative,perp_led,spot_led,perp_led_continuation,confirmed,1
2023,alt,PF_NEARUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,2
2023,alt,PF_NEARUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,15
2023,alt,PF_NEARUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_NEARUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,8
2023,alt,PF_NEARUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,5
2023,alt,PF_NEARUSD,positive,perp_led,spot_led,perp_led_continuation,confirmed,1
2023,alt,PF_NEARUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,10
2023,alt,PF_NEARUSD,positive,simultaneous,spot_led,simultaneous_impulse,not_applicable,3
2023,alt,PF_NEARUSD,positive,spot_led,perp_led,spot_led_continuation,not_applicable,2
2023,alt,PF_NEARUSD,positive,spot_led,simultaneous,spot_led_continuation,not_applicable,1
2023,alt,PF_NEARUSD,positive,spot_led,spot_led,spot_led_continuation,not_applicable,13
2023,alt,PF_RUNEUSD,negative,perp_led,simultaneous,perp_led_continuation,confirmed,1
2023,alt,PF_RUNEUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,8
2023,alt,PF_RUNEUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,1
2023,alt,PF_RUNEUSD,positive,simultaneous,simultaneous,simultaneous_impulse,not_applicable,7
2023,alt,PF_SNXUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,1
2023,alt,PF_SNXUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,2
2023,alt,PF_SOLUSD,negative,ambiguous,simultaneous,ambiguous_diagnostic,not_applicable,2
2023,alt,PF_SOLUSD,negative,perp_led,perp_led,perp_led_continuation,confirmed,8
2023,alt,PF_SOLUSD,negative,perp_led,perp_led,perp_led_continuation,unconfirmed,6
2023,alt,PF_SOLUSD,negative,perp_led,simultaneous,perp_led_continuation,confirmed,3
2023,alt,PF_SOLUSD,negative,perp_led,spot_led,perp_led_continuation,confirmed,2
2023,alt,PF_SOLUSD,negative,perp_led,spot_led,perp_led_continuation,unconfirmed,2
2023,alt,PF_SOLUSD,negative,simultaneous,perp_led,simultaneous_impulse,not_applicable,8
2023,alt,PF_SOLUSD,negative,simultaneous,simultaneous,simultaneous_impulse,not_applicable,238
2023,alt,PF_SOLUSD,negative,simultaneous,spot_led,simultaneous_impulse,not_applicable,9
2023,alt,PF_SOLUSD,negative,spot_led,simultaneous,spot_led_continuation,not_applicable,2
2023,alt,PF_SOLUSD,negative,spot_led,spot_led,spot_led_continuation,not_applicable,13
2023,alt,PF_SOLUSD,positive,ambiguous,simultaneous,ambiguous_diagnostic,not_applicable,4
2023,alt,PF_SOLUSD,positive,perp_led,perp_led,perp_led_continuation,confirmed,9
2023,alt,PF_SOLUSD,positive,perp_led,perp_led,perp_led_continuation,unconfirmed,11
2023,alt,PF_SOLUSD,positive,perp_led,simultaneous,perp_led_continuation,confirmed,1
2023,alt,PF_SOLUSD,positive,perp_led,simultaneous,perp_led_continuation,unconfirmed,1
2023,alt,PF_SOLUSD,positive,perp_led,spot_led,perp_led_continuation,unconfirmed,1
