definition_id,branch_id,attempt,parent_direction,mechanism,timeout_hours,decision,entry,maximum_entry_delay_minutes,exit,maximum_exit_delay_minutes,position,base_round_trip_bps,stress_round_trip_bps,funding,primary_inference_cluster,sensitivity_clusters,robustness_only,can_rescue_primary,payoff_archetype,intended_claim_scope,definition_contract_hash,candidate_count,accepted_count,trades_2023,trades_2024,trades_2025,symbols,market_day_clusters,trade_gross_mean_bps,trade_base_mean_bps,trade_stress_mean_bps,equal_day_gross_mean_bps,equal_day_gross_median_bps,equal_day_base_mean_bps,equal_day_base_median_bps,equal_day_stress_mean_bps,equal_day_stress_median_bps,bootstrap_lower_bps,bootstrap_upper_bps,market_day_positive_share,symbol_positive_share,year_positive_share,estimand_sign_dependence,context_sign_dependence,material_estimand_or_context_dependence,single_event_or_defect_explanation,policy_route
kda03_v1_primary_positive_reference_led_catchup_timeout_1h,primary_positive_reference_led_catchup,primary,positive,reference_led_catchup,1,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_1h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,False,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,4ad493f8edb0b78b5902ca3f8481623e5baa9c699fcf35dcff39dafad2373809,9821,9818,302,3536,5980,55,881,1.540184659142867,-12.459815340857133,-30.459815340857133,3.128330111614702,0.20781904791478284,-10.871669888385298,-13.792180952085218,-28.8716698883853,-31.79218095208522,-13.534383153592866,-8.149884900072493,0.026015245627030403,0.34373018594851157,,False,False,False,False,translation_rejected
kda03_v1_primary_positive_reference_led_catchup_timeout_6h,primary_positive_reference_led_catchup,primary,positive,reference_led_catchup,6,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_6h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,False,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,87b78a97106eeeb19912d169608aa7d4ba517b5696dd3a7f4a33557f4c10ad2d,9821,7755,277,2847,4631,55,880,4.276189539559137,-9.723810460440863,-27.72381046044086,3.017438923895901,5.49555364636541,-10.982561076104098,-8.504446353634588,-28.9825610761041,-26.504446353634584,-21.548271480452488,-0.7774754721451115,0.027226244479809973,0.195610587007524,,False,False,False,False,translation_rejected
kda03_v1_robustness_negative_basis_impulse_continuation_timeout_1h,robustness_negative_basis_impulse_continuation,robustness,negative,basis_impulse_continuation,1,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_1h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,symmetric_directional,directional_PF_futures_not_spread_or_arbitrage,d6a5667194485a919e0589ac6e2e5d383579c0e121cb18a63a4492261d753e02,10460,10460,814,4053,5593,55,936,-3.4837619187540407,-17.483761918754045,-35.48376191875404,-6.740034033745562,-6.3000416306926,-20.740034033745562,-20.3000416306926,-38.74003403374555,-38.300041630692604,-24.029230562246227,-17.36576442411618,0.03823534018581229,0.6907271825276607,,False,False,False,False,robustness_diagnostic_only
kda03_v1_robustness_negative_basis_impulse_continuation_timeout_6h,robustness_negative_basis_impulse_continuation,robustness,negative,basis_impulse_continuation,6,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_6h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,symmetric_directional,directional_PF_futures_not_spread_or_arbitrage,2145b50721700e26e245d00f474ad45478c021ad9c0f4a6989495f8dd2f9fd0c,10460,8467,629,3255,4583,55,934,-8.29183257494875,-22.29183257494875,-40.29183257494874,-25.025979325093218,-24.86128785585573,-39.02597932509322,-38.861287855855736,-57.02597932509322,-56.861287855855736,-48.424510438252184,-29.522061703084628,0.03280677995186884,0.2076180862728694,,False,False,False,False,robustness_diagnostic_only
kda03_v1_robustness_negative_completed_basis_impulse_rejection_timeout_1h,robustness_negative_completed_basis_impulse_rejection,robustness,negative,completed_basis_impulse_rejection,1,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_1h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,b2ee19afa936e46e459fe4ff94b77a2601086e0606d857dbd2662eb6ceae8064,1203,1203,99,428,676,48,527,6.2433066532752415,-7.7566933467247585,-25.756693346724763,1.1336253420363467,1.6950811972094033,-12.866374657963654,-12.304918802790596,-30.866374657963657,-30.304918802790596,-21.262937956967257,-4.272626972117582,0.029324132569254695,0.13358314262171395,,False,True,True,False,robustness_diagnostic_only
kda03_v1_robustness_negative_completed_basis_impulse_rejection_timeout_6h,robustness_negative_completed_basis_impulse_rejection,robustness,negative,completed_basis_impulse_rejection,6,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_6h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,0d3ce8ef04d3db64c3de25351f7ac215e25285629a210a5ef9015aa64ef2c6a6,1203,1154,94,410,650,48,526,13.935442744837774,-0.06455725516222378,-18.064557255162224,9.995273332032612,16.741289684272093,-4.004726667967386,2.7412896842720933,-22.004726667967386,-15.258710315727907,-24.873435475595734,16.014907581475597,0.020286775700247922,0.13529246492005403,0.8927712842222922,False,True,True,False,robustness_diagnostic_only
kda03_v1_robustness_negative_reference_led_catchup_timeout_1h,robustness_negative_reference_led_catchup,robustness,negative,reference_led_catchup,1,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_1h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,0d00b7c085c246588d3c8a2d639e20048dbb14004bf07b61a3d0c704e15bc9c3,5168,5168,185,1804,3179,53,801,-1.2339457287236835,-15.233945728723684,-33.23394572872369,-4.130064560398506,-0.38439980559723497,-18.130064560398505,-14.384399805597235,-36.1300645603985,-32.38439980559723,-22.7781564147304,-13.828691326922277,0.03269990595184805,0.2646268803844058,,False,False,False,False,robustness_diagnostic_only
kda03_v1_robustness_negative_reference_led_catchup_timeout_6h,robustness_negative_reference_led_catchup,robustness,negative,reference_led_catchup,6,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_6h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,d17b833b2471be92c2c4ebaf9db1058d269104b9f246682ff4345acf109d89d5,5168,4493,170,1587,2736,53,800,-2.142622040527863,-16.14262204052786,-34.14262204052786,-8.395135139853279,-7.977068766329493,-22.39513513985328,-21.977068766329495,-40.39513513985328,-39.977068766329495,-33.613775191065436,-11.271517344136932,0.022825178033493043,0.15826956734632988,,False,True,True,False,robustness_diagnostic_only
kda03_v1_robustness_positive_basis_impulse_continuation_timeout_1h,robustness_positive_basis_impulse_continuation,robustness,positive,basis_impulse_continuation,1,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_1h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,symmetric_directional,directional_PF_futures_not_spread_or_arbitrage,1374ebd745309693a775e79fc72568d8cf34bfbafde251ae6153eb221c6f9bff,21933,21933,2298,9579,10056,54,988,-0.04136867483663979,-14.041368674836638,-32.04136867483664,-3.549152253218431,-2.5854410629220146,-17.549152253218427,-16.585441062922015,-35.54915225321843,-34.585441062922015,-20.130506166890694,-15.019905968516474,0.043319357319182766,0.5682251222959284,,False,False,False,False,robustness_diagnostic_only
kda03_v1_robustness_positive_basis_impulse_continuation_timeout_6h,robustness_positive_basis_impulse_continuation,robustness,positive,basis_impulse_continuation,6,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_6h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,symmetric_directional,directional_PF_futures_not_spread_or_arbitrage,a3c8817ef526c05453ce61be87a3b952b2114eb6d973e1641e80341caef76443,21933,15413,1486,6556,7371,54,988,0.08074404653051244,-13.919255953469488,-31.91925595346949,-6.0835666709723695,-6.4795677233819475,-20.08356667097237,-20.479567723381948,-38.08356667097237,-38.47956772338195,-28.37948747149171,-11.682726388450254,0.021703137887345295,0.33461757496990174,,False,False,False,False,robustness_diagnostic_only
kda03_v1_robustness_positive_completed_basis_impulse_rejection_timeout_1h,robustness_positive_completed_basis_impulse_rejection,robustness,positive,completed_basis_impulse_rejection,1,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_1h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,58a39046980d21060d1b098a1a52e2a92041fbafebd7552193267d4aa7bd0ef3,2533,2532,281,1077,1174,50,741,-0.7203467008963756,-14.720346700896377,-32.72034670089637,-3.7559361121194526,-0.5862679367274476,-17.755936112119453,-14.586267936727447,-35.75593611211945,-32.586267936727445,-23.97079899526118,-11.57649102287466,0.027300204919854167,0.3406881944503977,,False,False,False,False,robustness_diagnostic_only
kda03_v1_robustness_positive_completed_basis_impulse_rejection_timeout_6h,robustness_positive_completed_basis_impulse_rejection,robustness,positive,completed_basis_impulse_rejection,6,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_6h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,f6e595db94eec5ce7797c6ab864bda844dd4a34775205fd86b55750e1d547e73,2533,2343,255,989,1099,50,740,-7.850870333073636,-21.850870333073637,-39.85087033307364,-15.771589258629152,-15.221376512902225,-29.771589258629156,-29.221376512902225,-47.77158925862915,-47.221376512902225,-45.06876227271946,-14.368256776758521,0.029067362218374727,0.2877018609990529,,False,False,False,False,robustness_diagnostic_only
kda03_v1_robustness_positive_reference_led_catchup_timeout_1h,robustness_positive_reference_led_catchup,robustness,positive,reference_led_catchup,1,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_1h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,ee04ec6b6fed583a6b9ee0a550c7a54ad9a659c45db123881b42ea7c340e577e,8054,8051,301,2650,5100,54,856,2.0409961526058633,-11.959003847394138,-29.959003847394136,2.5594373577283127,-0.8641810612094811,-11.440562642271688,-14.864181061209482,-29.440562642271686,-32.864181061209486,-14.523722791245586,-8.314591683163599,0.025652365700393868,0.3272204298180554,,False,False,False,False,robustness_diagnostic_only
kda03_v1_robustness_positive_reference_led_catchup_timeout_6h,robustness_positive_reference_led_catchup,robustness,positive,reference_led_catchup,6,completed_parent_availability for A/B; completed basis+trade+mark rejection availability for C,first_authorized_PF_5m_trade_bar_open_at_or_after_decision_ts,10,first_authorized_PF_5m_trade_bar_open_at_or_after_actual_entry_plus_6h,10,fixed_notional,14,32,diagnostic_partitions_excluded_from_gates,market_day_cluster_id,market_6h_cluster_id|parent_episode_id,True,False,mean_reversion,directional_PF_futures_not_spread_or_arbitrage,ee7166bcb035fcf067397f86f125dc1c0e1c53f2d3374715fabc82a4c93c4695,8054,6733,273,2232,4228,54,854,6.283281211835486,-7.716718788164513,-25.716718788164517,2.6837683128735965,7.10758458052398,-11.316231687126404,-6.89241541947602,-29.316231687126404,-24.892415419476023,-21.544939440832458,-1.3397699265370064,0.02011254390400903,0.21424133760357472,,False,False,False,False,robustness_diagnostic_only
